EXEC_FULLNAME,EXECRANK,CO_PER_ROL,compustat_company,CEOANN,AGE,GVKEY,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,PCEO,TITLE,GENDER,CITY,STATE,NAICSDESC,TICKER,NAICS
Sanjeev Chadha,,50590,PEPSICO INC,,56,8479,2016,,,,,Chairman of AMENA,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Ramon Luis Laguarta,,52057,PEPSICO INC,,52,8479,2016,20181003,,,CEO,Chairman & CEO,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
"Indra K. Nooyi, M.P.P.M.",,18812,PEPSICO INC,CEO,61,8479,2017,20061001,19940101,20181003,,Chairman of the Board & CEO,FEMALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Albert P. Carey,,34223,PEPSICO INC,,65,8479,2017,,,,,Advisor,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Hugh F. Johnston,,43372,PEPSICO INC,,55,8479,2017,,,,,"Vice Chairman, Executive VP & CFO",MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Sanjeev Chadha,,50590,PEPSICO INC,,57,8479,2017,,,,,Chairman of AMENA,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Ramon Luis Laguarta,,52057,PEPSICO INC,,53,8479,2017,20181003,,,CEO,Chairman & CEO,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
"Indra K. Nooyi, M.P.P.M.",,18812,PEPSICO INC,CEO,62,8479,2018,20061001,19940101,20181003,,Chairman of the Board & CEO,FEMALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Albert P. Carey,,34223,PEPSICO INC,,66,8479,2018,,,,,Advisor,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Hugh F. Johnston,,43372,PEPSICO INC,,56,8479,2018,,,,,"Vice Chairman, Executive VP & CFO",MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Ramon Luis Laguarta,,52057,PEPSICO INC,,54,8479,2018,20181003,,,CEO,Chairman & CEO,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Silviu Yeugeniu Popovici,5,61030,PEPSICO INC,,50,8479,2018,,,,,,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Laxman Narasimhan,,61031,PEPSICO INC,,50,8479,2018,,,,,,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
"Indra K. Nooyi, M.P.P.M.",,18812,PEPSICO INC,,63,8479,2019,20061001,19940101,20181003,,Chairman of the Board & CEO,FEMALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Hugh F. Johnston,,43372,PEPSICO INC,,57,8479,2019,,,,,"Vice Chairman, Executive VP & CFO",MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Ramon Luis Laguarta,,52057,PEPSICO INC,CEO,55,8479,2019,20181003,,,CEO,Chairman & CEO,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Silviu Yeugeniu Popovici,,61030,PEPSICO INC,,51,8479,2019,,,,,,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Kirk Tanner,4,63245,PEPSICO INC,,50,8479,2019,,,,,,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
Ronald Adrianus Wilhelmus Schellekens,1,63246,PEPSICO INC,,54,8479,2019,,,,,,MALE,Purchase,NY,Soft Drink and Ice Manufacturing,PEP,31211
"Jeffrey B. Kindler, J.D.",,25042,PFIZER INC,CEO,54,8530,2010,20060731,20020101,20101205,,chairman & CEO,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,,56,8530,2010,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,52,8530,2010,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Freda C. Lewis-Hall,,39104,PFIZER INC,,55,8530,2010,,,,,"Chief Medical Officer, Executive Vice President and Member of Executive Compliance Committee",FEMALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,3,43374,PFIZER INC,,51,8530,2010,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,49,8530,2010,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,57,8530,2011,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,53,8530,2011,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,52,8530,2011,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,50,8530,2011,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Amy W. Schulman,,45284,PFIZER INC,,50,8530,2011,,,,,"Executive Vice President, General Counsel and Business Unit Lead of Consumer Healthcare",FEMALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
David S. Simmons,,45285,PFIZER INC,,46,8530,2011,,,,,President of Emerging Markets & Established Products units and General Manager of Emerging Markets & Established Products units,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,58,8530,2012,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,54,8530,2012,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,53,8530,2012,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,51,8530,2012,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Amy W. Schulman,,45284,PFIZER INC,,51,8530,2012,,,,,"Executive Vice President, General Counsel and Business Unit Lead of Consumer Healthcare",FEMALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,59,8530,2013,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,55,8530,2013,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,54,8530,2013,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,52,8530,2013,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Amy W. Schulman,,45284,PFIZER INC,,52,8530,2013,,,,,"Executive Vice President, General Counsel and Business Unit Lead of Consumer Healthcare",FEMALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,4,48459,PFIZER INC,,48,8530,2013,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Olivier Brandicourt,,48460,PFIZER INC,,57,8530,2013,,,,,President of The Emerging Markets & Established Products Business Unit and General Manager of The Emerging Markets & Established Products Business Unit,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,60,8530,2014,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,56,8530,2014,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,55,8530,2014,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,53,8530,2014,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,49,8530,2014,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,61,8530,2015,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,57,8530,2015,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,56,8530,2015,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,54,8530,2015,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,50,8530,2015,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,62,8530,2016,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,58,8530,2016,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,57,8530,2016,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Geno J. Germano,,43375,PFIZER INC,,55,8530,2016,,,,,Group President of Global Innovative Pharma Business,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,51,8530,2016,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
"Albert Bourla, D.V.M., DVM, Ph.D.",1,54169,PFIZER INC,,54,8530,2016,20190101,,,CEO,Chairman of the Board & CEO,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,63,8530,2017,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,59,8530,2017,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,58,8530,2017,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,52,8530,2017,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
"Albert Bourla, D.V.M., DVM, Ph.D.",,54169,PFIZER INC,,55,8530,2017,20190101,,,CEO,Chairman of the Board & CEO,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,CEO,64,8530,2018,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,60,8530,2018,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,59,8530,2018,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,53,8530,2018,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
"Albert Bourla, D.V.M., DVM, Ph.D.",,54169,PFIZER INC,,56,8530,2018,20190101,,,CEO,Chairman of the Board & CEO,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Ian C. Read,,32234,PFIZER INC,,65,8530,2019,20101205,19780101,20190101,,Executive Chairman,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Frank A. D'Amelio,,34085,PFIZER INC,,61,8530,2019,,20070901,,,CFO & EVP of Global Supply & Business Operations,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
Mikael Dolsten,,43374,PFIZER INC,,60,8530,2019,,,,,"Chief Scientific Officer and President of Worldwide Research, Development & Medical",MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John D. Young,,48459,PFIZER INC,,54,8530,2019,,,,,Group President & Chief Business Officer,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
"Albert Bourla, D.V.M., DVM, Ph.D.",,54169,PFIZER INC,CEO,57,8530,2019,20190101,,,CEO,Chairman of the Board & CEO,MALE,New York,NY,Pharmaceutical Preparation Manufacturing,PFE,325412
John W. Rowe,,21213,EXELON CORP,CEO,64,8539,2010,20020401,20001001,20120312,,"Chairman, Chief Executive Officer, Chairman of Peco, Chairman of Exelon Enterprises, Chairman of Exelon Energy Delivery, Chairman of Generation and President of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Ian P. McLean,,21216,EXELON CORP,,60,8539,2010,,19990922,,,executive vp-finance & markets,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"Frank M. Clark, Jr.",,30935,EXELON CORP,,64,8539,2010,,,,,chairman & CEO-ComEd.,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,,51,8539,2010,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Matthew Franklin Hilzinger,,37089,EXELON CORP,,46,8539,2010,,,,,Chief Integration Officer and Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Craig L. Adams,,39105,EXELON CORP,,57,8539,2010,,,,,Chief Operating Officer of PECO and Senior Vice President of PECO,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Charles G. Pardee,,39106,EXELON CORP,,50,8539,2010,,,,,Chief Operating Officer of Exelon Generation,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Jorge A. Acevedo,,39109,EXELON CORP,,38,8539,2010,,,,,,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Paul R. Bonney,,39110,EXELON CORP,,51,8539,2010,,,,,Vice President of Regulatory Affairs at Peco Energy Company and General Counsel of Peco Energy Company,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Phillip S. Barnett,,39111,EXELON CORP,,46,8539,2010,,,,,,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Andrea L. Zopp,,43376,EXELON CORP,,53,8539,2010,,,,,Executive Vice President,FEMALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",2,43377,EXELON CORP,,56,8539,2010,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Michael J. Pacilio,,45286,EXELON CORP,,49,8539,2010,,,,,"President of Exelon Nuclear, Chief Nuclear Officer of Exelon Nuclear and Senior Vice President of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
John W. Rowe,,21213,EXELON CORP,,65,8539,2011,20020401,20001001,20120312,,"Chairman, Chief Executive Officer, Chairman of Peco, Chairman of Exelon Enterprises, Chairman of Exelon Energy Delivery, Chairman of Generation and President of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,CEO,52,8539,2011,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Matthew Franklin Hilzinger,,37089,EXELON CORP,,47,8539,2011,,,,,Chief Integration Officer and Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Craig L. Adams,,39105,EXELON CORP,,58,8539,2011,,,,,Chief Operating Officer of PECO and Senior Vice President of PECO,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Charles G. Pardee,,39106,EXELON CORP,,51,8539,2011,,,,,Chief Operating Officer of Exelon Generation,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Jorge A. Acevedo,,39109,EXELON CORP,,39,8539,2011,,,,,,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Paul R. Bonney,,39110,EXELON CORP,,52,8539,2011,,,,,Vice President of Regulatory Affairs at Peco Energy Company and General Counsel of Peco Energy Company,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Phillip S. Barnett,,39111,EXELON CORP,,47,8539,2011,,,,,,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Denis Patrick O'Brien,,39113,EXELON CORP,,51,8539,2011,,,,,Senior Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",,43377,EXELON CORP,,57,8539,2011,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Michael J. Pacilio,,45286,EXELON CORP,,50,8539,2011,,,,,"President of Exelon Nuclear, Chief Nuclear Officer of Exelon Nuclear and Senior Vice President of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
John W. Rowe,,21213,EXELON CORP,,66,8539,2012,20020401,20001001,20120312,,"Chairman, Chief Executive Officer, Chairman of Peco, Chairman of Exelon Enterprises, Chairman of Exelon Energy Delivery, Chairman of Generation and President of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,CEO,53,8539,2012,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Matthew Franklin Hilzinger,,37089,EXELON CORP,,48,8539,2012,,,,,Chief Integration Officer and Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Denis Patrick O'Brien,,39113,EXELON CORP,,52,8539,2012,,,,,Senior Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",,43377,EXELON CORP,,58,8539,2012,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Jonathan W. Thayer,,46741,EXELON CORP,,41,8539,2012,,,,,Senior Executive VP & Chief Transformation Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"Mayo A. Shattuck, III",,46742,EXELON CORP,,58,8539,2012,,,,,,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,CEO,54,8539,2013,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Kenneth W. Cornew,,39107,EXELON CORP,,48,8539,2013,,,,,"Senior EVP, Chief Commercial Officer, President of Exelon Generation & CEO of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Denis Patrick O'Brien,,39113,EXELON CORP,,53,8539,2013,,,,,Senior Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",,43377,EXELON CORP,,59,8539,2013,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Jonathan W. Thayer,,46741,EXELON CORP,,42,8539,2013,,,,,Senior Executive VP & Chief Transformation Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,CEO,55,8539,2014,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Kenneth W. Cornew,,39107,EXELON CORP,,49,8539,2014,,,,,"Senior EVP, Chief Commercial Officer, President of Exelon Generation & CEO of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Denis Patrick O'Brien,,39113,EXELON CORP,,54,8539,2014,,,,,Senior Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",,43377,EXELON CORP,,60,8539,2014,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Jonathan W. Thayer,,46741,EXELON CORP,,43,8539,2014,,,,,Senior Executive VP & Chief Transformation Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
Christopher Mark Crane,,34125,EXELON CORP,CEO,56,8539,2015,20120312,,,CEO,"President, CEO & Director",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Kenneth W. Cornew,,39107,EXELON CORP,,50,8539,2015,,,,,"Senior EVP, Chief Commercial Officer, President of Exelon Generation & CEO of Exelon Generation",MALE,Chicago,IL,Electric Power Generation,EXC,22111
Denis Patrick O'Brien,,39113,EXELON CORP,,55,8539,2015,,,,,Senior Executive Vice President,MALE,Chicago,IL,Electric Power Generation,EXC,22111
"William A. Von Hoene, Jr.",,43377,EXELON CORP,,61,8539,2015,,,,,Senior EVP & Chief Strategy Officer,MALE,Chicago,IL,Electric Power Generation,EXC,22111
